,job_title,min_salary,max_salary,experience_required,skills_required,job_specializations,career_level,qualification,job_type,date_posted,city,province,region
144,Customer Data Management Analyst,,,3.0,"SQL, Power BI, Microsoft Excel, Tableau",,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-18,quezon city,metro manila,national capital region
145,Senior Data Engineer - Muntinlupa,35000.0,50000.0,2.0,"SQL, Hadoop, Python","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-25,makati city,metro manila,national capital region
146,DAYSHIFT | Retail Operations Business Analyst | Hybrid set up,,,4.0,Microsoft Excel,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-23,,,national capital region
147,Research Analyst,,,2.0,"Microsoft Excel, Tableau","Sales/Marketing, Marketing/Business Dev",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-21,taguig city,metro manila,national capital region
148,Leads Management and Data Consultant,,,,"Power BI, SAS",,Not Specified,Not Specified,,2023-06-23,makati city,metro manila,national capital region
149,Senior Business Analyst (HR Service Desk),,,5.0,,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-23,makati city,metro manila,national capital region
150,Restaurant Operations- Data Analyst (Project Based),,,2.0,,,1-4 Years Experienced Employee,Not Specified,Contract,2023-06-17,paranaque city,metro manila,national capital region
151,Senior Data Engineer,,,5.0,"SQL, NoSQL",,Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,makati city,metro manila,national capital region
152,Lead Data Scientist,150000.0,200000.0,3.0,"SQL, Python",,Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-22,,,national capital region
153,Market Research Analyst,,,3.0,Microsoft Excel,"Sales/Marketing, Marketing/Business Dev",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-21,,,national capital region
154,Marketing Data Analyst (Content & Media),,,2.0,"Microsoft Excel, Power BI, Tableau","Sales/Marketing, Digital Marketing",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-16,quezon city,metro manila,national capital region
155,Business Analyst (Hybrid),,,3.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,,,national capital region
156,Business Analyst (Mid Level),,,2.0,SQL,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-21,,,national capital region
157,Data Analyst,,,1.0,Microsoft Excel,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,,,,
158,FINANCIAL ANALYST,,,1.0,,,Supervisor/5 Years & Up Experienced Employee,"Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam)",Full-Time,2023-06-22,makati city,metro manila,national capital region
159,Data Engineer,,,2.0,"Machine learning, Power BI",,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,,,,
160,IT Business Analyst (Onsite),,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-24,taguig city,metro manila,national capital region
161,Senior Technical Business Analyst (Annuities/Insurance),,,5.0,SQL,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,pasig city,metro manila,national capital region
162,Business Analyst - AVP Learning (Fixed Term) - Quezon City,,,10.0,,,Not Specified,Not Specified,,2023-06-24,quezon city,metro manila,national capital region
163,Business Analyst (Project-based),,,3.0,,,1-4 Years Experienced Employee,Not Specified,Part-Time,2023-06-19,pasig city,metro manila,national capital region
164,Azure Data Engineer,,,3.0,"SQL, Python","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-25,makati city,metro manila,national capital region
165,"Technical Business Analyst | (CC, Banking and Finance) - Direct Hire",,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,,,,
166,"Business Analyst (SSRS, SQL Server Databases)",,,4.0,"SQL, Microsoft Excel","Computer/Information Technology, IT-Network/Sys/DB Admin",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-24,pasig city,metro manila,national capital region
167,Research Data Analyst (WFH),50000.0,70000.0,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-15,makati city,metro manila,national capital region
168,Data Analyst - WORK FROM HOME,30000.0,35000.0,2.0,Power BI,,1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-15,pasig city,metro manila,national capital region
169,Data Migration Specialist,70000.0,83000.0,3.0,"SQL, Cloud Computing","Computer/Information Technology, IT-Network/Sys/DB Admin",Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-19,,,national capital region
170,Data Engineer (Hybrid Set-up),,,10.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-22,pasig city,metro manila,national capital region
171,IT Business Analyst,,,3.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-23,,,national capital region
172,IT Business Analyst Manager,,,7.0,,,Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-23,taguig city,metro manila,national capital region
173,Business Analyst - WFH and Hybrid setup,,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-20,,,national capital region
174,Jr. Data Engineer,,,2.0,"SQL, Power BI","Computer/Information Technology, IT-Network/Sys/DB Admin",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-24,pasig city,metro manila,national capital region
175,DATA ENGINEER,,,8.0,"R Programming language, Machine learning, SQL, Python","Computer/Information Technology, IT-Software",Assistant Manager/Manager,"Bachelor's/College Degree, Post Graduate Diploma/Master's Degree",Full-Time,2023-06-21,,,national capital region
176,Azure Data Engineer,,,1.0,"SQL, Python","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-24,,,national capital region
177,BUSINESS ANALYST,60000.0,84000.0,3.0,,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-23,,,national capital region
178,Master Data Specialist,,,2.0,,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-24,quezon city,metro manila,national capital region
179,"URGENT! BUSINESS ANALYST [User Stories, Process Flow]",,,,SQL,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-21,taguig city,metro manila,national capital region
180,Data Analyst (BGC Site - Hybrid work set-up),,,1.0,"SQL, Hadoop, Power BI",,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-16,,,national capital region
181,Junior Financial Analyst (Hybrid Work Arrangement),,,2.0,Microsoft Excel,,1-4 Years Experienced Employee,"Post Graduate Diploma/Master's Degree, Professional License (Passed Board/Bar/Professional License Exam)",Full-Time,2023-06-22,mandaluyong city,metro manila,national capital region
182,Data Engineer (Azure Certified),,,5.0,SQL,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-22,makati city,metro manila,national capital region
183,Quant Analytics Analyst - (210411376),,,,"SQL, Python, Tableau",,Assistant Manager/Manager,"Bachelor's/College Degree, Post Graduate Diploma/Master's Degree, Professional License (Passed Board/Bar/Professional License Exam)",Full-Time,2023-06-20,,,national capital region
184,Reference Data Management - Associate,,,3.0,"SQL, Python","Accounting/Finance, Banking/Financial",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-21,makati city,metro manila,national capital region
185,Business Analyst,,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,"Bachelor's/College Degree, Post Graduate Diploma/Master's Degree",Full-Time,2023-06-19,,,national capital region
186,Senior Business Analyst (Automation),,,3.0,,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,quezon city,metro manila,national capital region
187,Business Analyst (Payment Accuracy Advisor) / Nightshift,,,5.0,,"Computer/Information Technology, IT-Network/Sys/DB Admin",Supervisor/5 Years & Up Experienced Employee,Not Specified,Full-Time,2023-06-23,taguig city,metro manila,national capital region
188,Data Engineer,,,1.0,"SQL, Power BI, Python, Tableau","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-24,,,national capital region
189,IT Business Analyst (Mid/Sr),,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-24,taguig city,metro manila,national capital region
190,Junior - Senior Business Analyst [URGENT],80000.0,112000.0,4.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-24,,,national capital region
191,Market Data Services Analyst,40000.0,45000.0,1.0,,"Sales/Marketing, Marketing/Business Dev",1-4 Years Experienced Employee,Not Specified,Contract,2023-06-18,,,national capital region
192,CLINICAL QUALITY DATA ANALYST - Licensed Nurse,20000.0,40000.0,1.0,,"Healthcare, Practitioner/Medical Asst",1-4 Years Experienced Employee,"Bachelor's/College Degree, Professional License (Passed Board/Bar/Professional License Exam)",Full-Time,2023-06-20,,,national capital region
193,Metric Reporting Analyst,,,2.0,"SQL, Tableau",,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,,,,
194,Mid Business Analyst (w/ QE background) WFH,,,4.0,,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-21,,,national capital region
195,Data Privacy Analyst - Pasig,,,1.0,,"Services, Lawyer/Legal Asst",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-17,pasig city,metro manila,national capital region
196,Data Entry Specialist | Permanent WFH | Dayshift,17500.0,25000.0,,,"Admin/Human Resources, Clerical/Administrative Support",Assistant Manager/Manager,Bachelor's/College Degree,Full-Time,2023-06-23,,,national capital region
197,Data Engineer - Hybrid Set Up,60000.0,90000.0,3.0,SQL,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,quezon city,metro manila,national capital region
198,Controller/Business Analyst | Eastwood | Night Shift,,,,,,Not Specified,Not Specified,,2023-06-21,quezon city,metro manila,national capital region
199,Business Analyst (Hybrid; Ortigas),,,10.0,,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-22,pasig city,metro manila,national capital region
200,IT Business Analyst,,,2.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-19,pasig city,metro manila,national capital region
201,URGENT - (JUNIOR) Data Engineer | AWS Big Data,,,1.0,"SQL, Hadoop, Python","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-19,,,national capital region
202,Data Specialist and Special Projects,25000.0,30000.0,,Microsoft Excel,,Not Specified,Not Specified,,2023-06-21,pasig city,metro manila,national capital region
203,Data Entry Specialist (Accounts Payable) | Day 1 HMO | Dayshift,,,,,"Admin/Human Resources, Clerical/Administrative Support",Assistant Manager/Manager,Bachelor's/College Degree,Full-Time,2023-06-22,,,national capital region
204,Oracle Data Specialist | HMO Day 1 |US hrs | WFH,30000.0,35000.0,3.0,Microsoft Excel,"Admin/Human Resources, Clerical/Administrative Support",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-20,makati city,metro manila,national capital region
205,Business Analyst - Lead and Mid Level,,,3.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-22,,,national capital region
206,Senior Master Data Specialist (Optimization),,,3.0,"Microsoft Excel, Power BI, Python",,1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-24,makati city,metro manila,national capital region
207,HR Business Analyst (Mid Shift),,,6.0,"Microsoft Excel, Power BI, Power BI","Admin/Human Resources, Human Resources",Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-25,,,national capital region
208,"Data Analyst (Cubao site, hybrid set-up)",,,,"SQL, SAS",,Less than 1 Year Experienced Employee,Bachelor's/College Degree,,2023-06-16,quezon city,metro manila,national capital region
209,Online Senior Data Analyst,,,3.0,"Google Analytics, Power BI",,1-4 Years Experienced Employee,Not Specified,Full-Time,2023-06-17,taguig city,metro manila,national capital region
210,Sales Data Analyst,,,3.0,Power BI,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-15,,,national capital region
211,Business Analyst,120000.0,150000.0,5.0,,"Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-19,,,national capital region
212,MIS/DATA PROTECTION OFFICER,,,5.0,,,Supervisor/5 Years & Up Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-23,,cavite,calabarzon
213,IT Business Analyst,30000.0,35000.0,2.0,SQL,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-19,quezon city,metro manila,national capital region
214,Model Data Specialist (Python Developer) - Late Mid-Shift,,,2.0,Python,,1-4 Years Experienced Employee,Bachelor's/College Degree,Full-Time,2023-06-21,pasay city,metro manila,national capital region
